"","site_name","date","GPP","GPP.lower","GPP.upper","GPP.Rhat","ER","ER.lower","ER.upper","K600","K600.lower","K600.upper","temp","Q","light","velocity"
"360815","nwis_05406500",2012-01-02,3.07265873550547,2.58673921754875,3.53287462080887,0.999623406001064,-1.81663500981686,-2.51865036973224,-1.08218341889111,10.0339397092167,7.92426285995198,12.0412840770142,1.98402777777778,1.274258115,52.7573333333333,0.316839378096412
"360816","nwis_05406500",2012-01-03,3.01490853334102,2.55108699291363,3.48274993749639,1.00183336778012,-1.86571354465917,-2.55539149868496,-1.1816258408713,9.12621617131267,7.38336923800273,10.9066514597926,2.32222222222222,1.24073018157292,90.0182916666667,0.314030256783119
"360817","nwis_05406500",2012-01-04,3.51077364790912,3.04272595696773,3.99116034919586,1.00024444206379,-2.25044771702987,-2.93179072674442,-1.54474509327646,9.65405681104663,7.97219101221242,11.3753036744562,3.79444444444444,1.22401537605208,86.5344166666667,0.312647014352642
"360818","nwis_05406500",2012-01-05,3.79890585538274,3.33477158507647,4.25383384862951,1.00029925290835,-2.65154293180435,-3.33138765336354,-1.89902439106525,9.32636449110915,7.80120565666517,10.7908909138343,5.10763888888889,1.22008248063542,88.624875,0.312293468882552
"360819","nwis_05406500",2012-01-06,3.83579920635065,3.36127332498042,4.3303959837728,1.00698730037983,-2.66605365800741,-3.37935470048649,-1.9285147329172,8.19394061380936,6.68086232930351,9.69855887539723,6.24930555555556,1.25272551259375,55.0250416666667,0.315040176888695
"360820","nwis_05406500",2012-01-07,4.22809718689291,3.77032053171492,4.71072443811427,0.999780060537152,-2.11201571435479,-2.79762286691195,-1.43993892473057,9.36483441427286,8.08716541805823,10.7300832514496,5.38402777777778,1.24377817552083,92.93675,0.314304141452665
"360821","nwis_05406500",2012-01-08,4.04139404886489,3.56340103993013,4.50562786224934,0.999160423898038,-1.95287305317602,-2.65622074653347,-1.23856069866647,9.42848202201568,8.06563480560068,10.8095160426837,4.39965277777778,1.230602975875,93.214375,0.313192149699556
"360822","nwis_05406500",2012-01-09,4.21829589574472,3.74011992845087,4.7252907758447,1.00096294054314,-2.02637431182914,-2.73953271600308,-1.29351174323161,9.89374084923557,8.46276886931577,11.3100015219982,4.990625,1.23512580560417,85.153625,0.313565097832577
"360823","nwis_05406500",2012-01-10,4.37334095871782,3.88220938484588,4.85030085324167,0.999305395828546,-2.33650083754165,-3.05231977824828,-1.65562985028906,8.91137264790681,7.58550728020759,10.2322115193412,5.44895833333333,1.2506607425,92.7792916666667,0.314870234826084
"360824","nwis_05406500",2012-01-11,4.66789397742541,4.17782948575724,5.16165285598571,1.00282092283294,-2.42405057513024,-3.15842459136341,-1.69456203242764,8.9669561950198,7.66563723699997,10.2577275178126,5.82777777777778,1.25302047975,94.1645416666667,0.315064561238176
"360825","nwis_05406500",2012-01-12,3.28856604632877,2.81324564265672,3.76057084393581,0.999424553176718,-0.949098554905277,-1.63772264943102,-0.240407310277209,10.8391466359396,8.85788566309481,12.7712338046023,2.81701388888889,1.264819166,46.0096666666667,0.316038978074816
"360826","nwis_05406500",2012-01-13,3.54976593617172,3.09431961048466,4.03066653843674,1.00177188690844,-1.5136371168786,-2.2379575255566,-0.806844286107347,9.73541657182048,8.03156834112683,11.4131740490941,2.20277777777778,1.23542077276042,64.1777083333333,0.313585652369176
"360827","nwis_05406500",2012-01-14,3.18078408512783,2.71362026158088,3.61852815180758,0.999502171409603,-1.32738675183064,-2.0567697073062,-0.589200741628098,8.91399683215898,7.23111996370114,10.6544765899782,2.88506944444444,1.24938255148958,100.932583333333,0.314771200660635
"360828","nwis_05406500",2012-01-15,3.47503362112587,3.00313171497387,3.94388593240568,1.0005046266549,-1.73975826064996,-2.43845445551298,-1.03252893923557,9.14128808750209,7.38269040010864,10.8564176220409,3.49583333333333,1.23699393092708,85.4897083333333,0.313736896205578
"360829","nwis_05406500",2012-01-16,3.64847803159911,3.15023146975701,4.14901004692087,1.00106888581941,-2.17898204170145,-2.89491983828195,-1.44229535977472,8.72498920877136,7.17594063605942,10.2218368348702,5.13993055555556,1.25459363791667,93.406125,0.315188728136868
"360830","nwis_05406500",2012-01-23,1.66047859855559,1.22279452031239,2.10792642194262,0.998945787868666,-1.49293783706588,-2.3064615939984,-0.741115930711948,8.92892322809069,6.40960476198562,11.5962872559539,4.16354166666667,1.22244221788542,50.4958333333333,0.312493680172
"360831","nwis_05406500",2012-01-24,1.39994099558432,0.958749464945037,1.84768524182734,1.00102092642785,-1.15605432647509,-1.87924246839154,-0.453311072943034,8.14213648615682,5.80229816646065,10.5076986145838,4.05972222222222,1.14260444092708,107.596291666667,0.305629942005595
"360832","nwis_05406500",2012-01-27,1.97549815474786,1.50713008129747,2.44361700972597,1.00325748544157,-2.91434319389572,-3.71327819894226,-2.06685741756235,8.79444280163246,6.67534040628299,10.9255050090245,4.94201388888889,1.12058022659375,99.444875,0.303663530803373
"360833","nwis_05406500",2012-01-28,1.98843207276759,1.51911373685194,2.44829901854594,1.00478662828413,-2.92614924540575,-3.86093981739182,-2.08109623358917,9.24428817146411,6.93007335571722,11.5996753650484,3.77118055555556,1.12529970109375,120.600125,0.304083408318321
"360834","nwis_05406500",2012-01-29,1.50375367095615,1.06060660961981,1.91578142119191,1.00017950088729,-3.22054821175189,-4.23671911611111,-2.23903050001285,9.65310352592335,7.04118661296361,12.1099187105658,3.509375,1.12136680567708,117.5595,0.303740019317128
"360835","nwis_05406500",2012-04-14,15.9974791743679,15.1837809941938,16.8873586324486,1.00020238636784,-10.2346216740073,-11.0817516203337,-9.42167626780145,9.79076475077444,9.18096098764507,10.4556685432691,13.7989583333333,1.07977643664583,255.51875,0.299862230851363
